variable_name	description
LBXSUA_BIOPRO_H	Uric acid (mg/dL);2013-2014
LBXSBU_BIOPRO_I	Blood Urea Nitrogen (mg/dL);2015-2016
LBDSBUSI_BIOPRO_I	Blood Urea Nitrogen (mmol/L);2015-2016
LBXSC3SI_BIOPRO_I	Bicarbonate (mmol/L);2015-2016
LBXSCA_BIOPRO_I	Total Calcium (mg/dL);2015-2016
LBXSCH_BIOPRO_I	Cholesterol, refrigerated serum (mg/dL);2015-2016
LBXSCLSI_BIOPRO_I	Chloride (mmol/L);2015-2016
LBXSGL_BIOPRO_I	Glucose, refrigerated serum (mg/dL);2015-2016
LBDSIRSI_BIOPRO_I	Iron, refrigerated serum (umol/L);2015-2016
LBXSKSI_BIOPRO_I	Potassium (mmol/L);2015-2016
LBXSNASI_BIOPRO_I	Sodium (mmol/L);2015-2016
LBXSTB_BIOPRO_I	Total Bilirubin (mg/dL);2015-2016
LBXSUA_BIOPRO_I	Uric acid (mg/dL);2015-2016
LBXSC3SI_BIOPRO_J	Bicarbonate (mmol/L);2017-2018
LBXSBU_BIOPRO_J	Blood Urea Nitrogen (mg/dL);2017-2018
LBDSBUSI_BIOPRO_J	Blood Urea Nitrogen (mmol/L);2017-2018
LBXSCLSI_BIOPRO_J	Chloride (mmol/L);2017-2018
LBXSGL_BIOPRO_J	Glucose, refrigerated serum (mg/dL);2017-2018
LBDSIRSI_BIOPRO_J	Iron, refrigerated serum (umol/L);2017-2018
LBXSKSI_BIOPRO_J	Potassium (mmol/L);2017-2018
LBXSNASI_BIOPRO_J	Sodium (mmol/L);2017-2018
LBXSTB_BIOPRO_J	Total Bilirubin (mg/dL);2017-2018
LBXSCA_BIOPRO_J	Total Calcium (mg/dL);2017-2018
LBXSCH_BIOPRO_J	Total Cholesterol, refrigerated serum (mg/dL);2017-2018
LBXSUA_BIOPRO_J	Uric acid (mg/dL);2017-2018
LBXSBU_LAB18	Blood urea nitrogen (mg/dL);1999-2000
LBDSBUSI_LAB18	Blood urea nitrogen (mmol/L);1999-2000
LBXSCA_LAB18	Calcium, total (mg/dL);1999-2000
LBXSCH_LAB18	Cholesterol, total (mg/dL);1999-2000
LBXSC3SI_LAB18	Bicarbonate (mmol/L);1999-2000
LBXSGL_LAB18	Glucose (mg/dL);1999-2000
LBDSIRSI_LAB18	Iron (umol/L);1999-2000
LBXSTB_LAB18	Bilirubin, total (mg/dL);1999-2000
LBXSUA_LAB18	Uric acid (mg/dL);1999-2000
LBXSNASI_LAB18	Sodium (mmol/L);1999-2000
LBXSKSI_LAB18	Potassium (mmol/L);1999-2000
LBXSCLSI_LAB18	Chloride (mmol/L);1999-2000
LBXT4_LAB18T4	Thyroxine (T4) (ug/dL);1999-2000
LBDT4SI_LAB18T4	Thyroxine (T4) (nmol/L);1999-2000
LBXT4_L40T4_B	Thyroxine (T4) (ug/dL);2001-2002
LBDT4SI_L40T4_B	Thyroxine (T4) (nmol/L);2001-2002
LBXT3F_THYROD_E	Triiodothyronine (T3), free (pg/mL);2007-2008
LBXT4F_THYROD_E	Thyroxine, free (ng/dL);2007-2008
LBXTT3_THYROD_E	Triiodothyronine (T3), total (ng/dL);2007-2008
LBXTT4_THYROD_E	Thyroxine, total (T4) (ug/dL);2007-2008
LBXT3F_THYROD_F	Triiodothyronine (T3), free (pg/mL);2009-2010
LBXT4F_THYROD_F	Thyroxine, free (ng/dL);2009-2010
LBXTT3_THYROD_F	Triiodothyronine (T3), total (ng/dL);2009-2010
LBXTT4_THYROD_F	Thyroxine, total (T4) (ug/dL);2009-2010
LBXT3F_THYROD_G	Triiodothyronine (T3), free (pg/mL);2011-2012
LBXT4F_THYROD_G	Thyroxine, free (ng/dL);2011-2012
LBXTT3_THYROD_G	Triiodothyronine (T3), total (ng/dL);2011-2012
LBXTT4_THYROD_G	Thyroxine, total (T4) (ug/dL);2011-2012
URXNAL_TSNA_H	Urinary 4-(Methylnitrosamino)-1-(3-pyridyl)-1-Butanol (NNAL) (ng/mL);2013-2014
URXNAB_TSNA_H	N'-Nitrosanabasine (NAB), urine (ng/mL);2013-2014
URXNAT_TSNA_H	N'-Nitrosanatabine (NAT), urine (ng/mL);2013-2014
URXNNN_TSNA_H	N'-Nitrosonornicotine (NNN), urine (ng/mL);2013-2014
LBXTST_TST_G	Testosterone total (ng/dL);2011-2012
LBXHDT_TFA_F	Trans 9-Hexadecenoic acid concentrt (umol/L);2009-2010
LBXOD1_TFA_F	trans-11-Octadecenoic acid (umol/L);2009-2010
LBXOD9_TFA_F	trans-9-Octadecenoic acid (umol/L);2009-2010
LBXOTT_TFA_F	Trans,trans-9,12-Octadecadienoic acid (umol/L);2009-2010
LBXHDT_TFA_A	Trans 9-Hexadecenoic acid concentrt (umol/L);1999-2000
LBXOD1_TFA_A	Trans 11-octadecenoic acid (umol/L);1999-2000
LBXOD9_TFA_A	Trans 9-octadecenoic acid (umol/L);1999-2000
LBXOTT_TFA_A	Trans,trans-9,12-Octadecadienoic acid (umol/L);1999-2000
SSFER_SSTFR_B	Serum ferritin (ng/ml);2001-2002
SSFER_SSTFR_A	Serum ferritin (ng/ml);1999-2000
LBXALC_VITAEC_D	Alpha-carotene (ug/dL);2005-2006
LBXBEC_VITAEC_D	trans-Beta carotene (ug/dL);2005-2006
LBXCBC_VITAEC_D	cis-Beta carotene (ug/dL);2005-2006
LBXCRY_VITAEC_D	b-Cryptoxanthin (ug/dL);2005-2006
LBXGTC_VITAEC_D	g-Tocopherol (ug/dL);2005-2006
LBXLUZ_VITAEC_D	Lutein and zeaxanthin (ug/dL);2005-2006
LBXLYC_VITAEC_D	trans-Lycopene (ug/dL);2005-2006
LBDTLY_VITAEC_D	Total (cis- and trans-)Lycopene (ug/dL);2005-2006
LBXATC_L45VIT_C	a-Tocopherol(ug/dL);2003-2004
LBXALC_L45VIT_C	a-Carotene(ug/dL);2003-2004
LBDACYSI_L45VIT_C	a-Cryptoxanthin(umol/L);2003-2004
LBXBEC_L45VIT_C	trans-b-carotene(ug/dL);2003-2004
LBXBCC_L45VIT_C	total b-Carotene(ug/dL);2003-2004
LBXCBC_L45VIT_C	cis-b-carotene(ug/dL);2003-2004
LBXCLC_L45VIT_C	cis-Lycopene(ug/dL);2003-2004
LBXCLZ_L45VIT_C	cis- Lutein/Zeaxanthin(ug/dL);2003-2004
LBXCRY_L45VIT_C	b-cryptoxanthin(ug/dL);2003-2004
LBXDTC_L45VIT_C	d-Tocopherol(ug/dL);2003-2004
LBDDTCSI_L45VIT_C	d-Tocopherol(umol/L);2003-2004
LBXGTC_L45VIT_C	g-tocopherol(ug/dL);2003-2004
LBXLCC_L45VIT_C	total Lycopene(ug/dL);2003-2004
LBXLUT_L45VIT_C	Lutein(ug/dL);2003-2004
LBXLUZ_L45VIT_C	Combined Lutein/zeaxanthin (ug/dL);2003-2004
LBXLYC_L45VIT_C	trans-lycopene(ug/dL);2003-2004
LBXPHF_L45VIT_C	Phytofluene(ug/dL);2003-2004
LBXPHE_L45VIT_C	Phytoene(ug/dL);2003-2004
LBXZEA_L45VIT_C	Zeaxanthin(ug/dL);2003-2004
LBXALC_L06VIT_B	a-carotene(ug/dL);2001-2002
LBXBEC_L06VIT_B	trans-b-carotene(ug/dL);2001-2002
LBXCBC_L06VIT_B	cis-b-carotene(ug/dL);2001-2002
LBXCRY_L06VIT_B	b-cryptoxanthin(ug/dL);2001-2002
LBXGTC_L06VIT_B	g-tocopherol(ug/dL);2001-2002
LBXLUZ_L06VIT_B	Combined Lutein/zeaxanthin(ug/dL);2001-2002
LBXLYC_L06VIT_B	trans-lycopene(ug/dL);2001-2002
LB2CBC_VIT_2_B	cis-beta-carotene(ug/dL);2001-2002
LB2CRY_VIT_2_B	beta-cryptoxanthin(ug/dL);2001-2002
LB2GTC_VIT_2_B	gamma-tocopherol(ug/dL);2001-2002
LB2RPL_VIT_2_B	Retinyl palmitate(ug/dL);2001-2002
LB2RST_VIT_2_B	Retinyl stearate(ug/dL);2001-2002
LB2VIA_VIT_2_B	Retinol(ug/dL);2001-2002
LB2VIE_VIT_2_B	alpha-tocopherol(ug/dL);2001-2002
LBDB12_VITB12_H	Vitamin B12(pg/mL);2013-2014
LBX4PA_VIT_B6_D	4-pyridoxic acid (nmol/L);2005-2006
LBXPLP_VIT_B6_D	Pyridoxal 5'-phosphate (nmol/L);2005-2006
LBXVB6_L43_C	Vitamin B6 (Pyridoxal 5'-phosphate) test results (nmol/L).;2003-2004
LBX4PA_VIT_B6_E	4-pyridoxic acid (nmol/L);2007-2008
LBXPLP_VIT_B6_E	Pyridoxal 5'-phosphate (nmol/L);2007-2008
LBX4PA_VIT_B6_F	4-pyridoxic acid (nmol/L);2009-2010
LBXPLP_VIT_B6_F	Pyridoxal 5'-phosphate (nmol/L);2009-2010
LBXVIC_L06VIT_C	Vitamin C (mg/dL);2003-2004
LBXVIC_VIC_D	Vitamin C (mg/dL);2005-2006
LBXVIC_VIC_J	Vitamin C (mg/dL);2017-2018
LBDVIDMS_VID_B	Vitamin D (nmol/L);2001-2002
LBDVIDMS_VID_C	Vitamin D (nmol/L);2003-2004
LBDVIDMS_VID_D	Vitamin D (nmol/L);2005-2006
LBXVD2MS_VID_E	25-hydroxyvitamin D2 (nmol/L);2007-2008
LBXVD3MS_VID_E	25-hydroxyvitamin D3(nmol/L);2007-2008
LBXVE3MS_VID_E	epi-25-hydroxyvitamin D3 (nmol/L);2007-2008
LBXVD2MS_VID_F	25-hydroxyvitamin D2 (nmol/L);2009-2010
LBXVD3MS_VID_F	25-hydroxyvitamin D3 (nmol/L);2009-2010
LBXVE3MS_VID_F	epi-25-hydroxyvitamin D3 (nmol/L);2009-2010
LBXVD2MS_VID_G	25-hydroxyvitamin D2 (nmol/L);2011-2012
LBXVD3MS_VID_G	25-hydroxyvitamin D3 (nmol/L);2011-2012
LBXVE3MS_VID_G	epi-25-hydroxyvitamin D3 (nmol/L);2011-2012
LBXVD2MS_VID_H	25-hydroxyvitamin D2 (nmol/L);2013-2014
LBXVD3MS_VID_H	25-hydroxyvitamin D3 (nmol/L);2013-2014
LBXVE3MS_VID_H	epi-25-hydroxyvitamin D3 (nmol/L);2013-2014
URXNDEA_VNA_H	N-Nitrosodiethylamine (NDEA) (ng/L);2013-2014
URXNMEA_VNA_H	N-Nitrosoethylmethylamine (NMEA) (ng/L);2013-2014
URXNMOR_VNA_H	N?-Nitrosomorpholine (NMOR) (ng/L);2013-2014
URXNPIP_VNA_H	N-Nitrosopiperidine (NPIP) (ng/L);2013-2014
URXNPYR_VNA_H	N-Nitrosopyrrolidine (NPYR) (ng/L);2013-2014
URXNDEA_VNAS_H	N-Nitrosodiethylamine (NDEA) (ng/L);2013-2014
URXNMEA_VNAS_H	N-Nitrosoethylmethylamine (NMEA) (ng/L);2013-2014
URXNMOR_VNAS_H	N-Nitrosomorpholine (NMOR) (ng/L);2013-2014
URXNPIP_VNAS_H	N-Nitrosopiperidine (NPIP) (ng/L);2013-2014
URXNPYR_VNAS_H	N-Nitrosopyrrolidine (NPYR) (ng/L);2013-2014
URX2MH_UVOC_I	2-methylhippuric acid (ng/mL);2015-2016
URX34M_UVOC_I	3-methylhippuric acid & 4-methylhippuric acid(ng/mL);2015-2016
URXAAM_UVOC_I	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL);2015-2016
URXAMC_UVOC_I	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL);2015-2016
URXATC_UVOC_I	2-aminothiazoline-4-carboxylic acid(ng/mL);2015-2016
URXBMA_UVOC_I	N-acetyl-S-(benzyl)-L-cysteine(ng/mL);2015-2016
URXBPM_UVOC_I	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL);2015-2016
URXCEM_UVOC_I	N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL);2015-2016
URXCYHA_UVOC_I	N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL);2015-2016
URXCYM_UVOC_I	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL);2015-2016
URXDHB_UVOC_I	N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL);2015-2016
URXDPM_UVOC_I	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL);2015-2016
URXGAM_UVOC_I	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXHEM_UVOC_I	N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXHP2_UVOC_I	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL);2015-2016
URXHPM_UVOC_I	N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL);2015-2016
URXIPM1_UVOC_I	N-Acetyl-S-(2-hydroxy-3-methyl-3-butenyl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-butenyl)-L-cysteine (ng/mL);2015-2016
URXIPM3_UVOC_I	N-Acetyl-S-(4-hydroxy-2-methyl-2-butenyl)-L-cysteine (ng/mL);2015-2016
URXMAD_UVOC_I	Mandelic acid(ng/mL);2015-2016
URXMB1_UVOC_I	N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL);2015-2016
URXMB2_UVOC_I	N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL);2015-2016
URXMB3_UVOC_I	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL);2015-2016
URXPHE_UVOC_I	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXPHG_UVOC_I	Phenylglyoxylic acid(ng/mL);2015-2016
URXPMA_UVOC_I	N-acetyl-S-(phenyl)-L-cysteine(ng/mL);2015-2016
URXPMM_UVOC_I	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL);2015-2016
URX2MH_UVOCS_I	2-methylhippuric acid (ng/mL);2015-2016
URX34M_UVOCS_I	3-methylhippuric acid & 4-methylhippuric acid(ng/mL);2015-2016
URXAAM_UVOCS_I	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL);2015-2016
URXAMC_UVOCS_I	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL);2015-2016
URXATC_UVOCS_I	2-aminothiazoline-4-carboxylic acid(ng/mL);2015-2016
URXBMA_UVOCS_I	N-acetyl-S-(benzyl)-L-cysteine(ng/mL);2015-2016
URXBPM_UVOCS_I	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL);2015-2016
URXCEM_UVOCS_I	N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL);2015-2016
URXCYHA_UVOCS_I	N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL);2015-2016
URXCYM_UVOCS_I	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL);2015-2016
URXDHB_UVOCS_I	N-acetyl-S- (3,4-dihidroxybutyl)-L-cysteine(ng/mL);2015-2016
URXDPM_UVOCS_I	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL);2015-2016
URXGAM_UVOCS_I	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXHEM_UVOCS_I	N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXHP2_UVOCS_I	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL);2015-2016
URXHPM_UVOCS_I	N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL);2015-2016
URXIPM1_UVOCS_I	N-Acetyl-S-(2-hydroxy-3-methyl-3-butenyl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-butenyl)-L-cysteine (ng/mL);2015-2016
URXIPM3_UVOCS_I	N-Acetyl-S-(4-hydroxy-2-methyl-2-butenyl)-L-cysteine (ng/mL);2015-2016
URXMAD_UVOCS_I	Mandelic acid(ng/mL);2015-2016
URXMB1_UVOCS_I	N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL);2015-2016
URXMB2_UVOCS_I	N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL);2015-2016
URXMB3_UVOCS_I	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL);2015-2016
URXPHE_UVOCS_I	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL);2015-2016
URXPHG_UVOCS_I	Phenylglyoxylic acid(ng/mL);2015-2016
URXPMA_UVOCS_I	N-acetyl-S-(phenyl)-L-cysteine(ng/mL);2015-2016
URXPMM_UVOCS_I	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL);2015-2016
LBXV2A_VOCWB_D	Blood 1,2-Dichloroethane (ng/mL);2005-2006
LBXV4C_VOCWB_D	Blood Tetrachloroethene (ng/mL);2005-2006
LBXVBF_VOCWB_D	Blood Bromoform (pg/mL);2005-2006
LBXVBM_VOCWB_D	Blood Bromodichloromethane (pg/mL);2005-2006
LBXVBZ_VOCWB_D	Blood Benzene (ng/mL);2005-2006
LBXVCF_VOCWB_D	Blood Chloroform (pg/mL);2005-2006
LBXVCM_VOCWB_D	Blood Dibromochloromethane (pg/mL);2005-2006
LBXVCT_VOCWB_D	Blood Carbon Tetrachloride (ng/mL);2005-2006
LBXVDB_VOCWB_D	Blood 1,4-Dichlorobenzene (ng/mL);2005-2006
LBXVEB_VOCWB_D	Blood Ethylbenzene (ng/mL);2005-2006
LBXVMC_VOCWB_D	Blood Methylene Chloride (ng/mL);2005-2006
LBXVME_VOCWB_D	Blood MTBE (pg/mL);2005-2006
LBXVOX_VOCWB_D	Blood o-Xylene (ng/mL);2005-2006
LBXVST_VOCWB_D	Blood Styrene (ng/mL);2005-2006
LBXVTC_VOCWB_D	Blood Trichloroethene (ng/mL);2005-2006
LBXVTE_VOCWB_D	Blood 1,1,1-Trichloroethane (ng/mL);2005-2006
LBXVTO_VOCWB_D	Blood Toluene (ng/mL);2005-2006
LBXVXY_VOCWB_D	Blood m-/p-Xylene (ng/mL);2005-2006
LBX2DF_VOCWB_D	Blood 2,5-Dimethylfuran (ng/mL);2005-2006
LBXV2A_VOCWB_E	Blood 1,2-Dichloroethane (ng/mL);2007-2008
LBXV4C_VOCWB_E	Blood Tetrachloroethene (ng/mL);2007-2008
LBXVBZ_VOCWB_E	Blood Benzene (ng/mL);2007-2008
LBXVCT_VOCWB_E	Blood Carbon Tetrachloride (ng/mL);2007-2008
LBXVDB_VOCWB_E	Blood 1,4-Dichlorobenzene (ng/mL);2007-2008
LBXVDM_VOCWB_E	Blood Dibromomethane (ng/mL);2007-2008
LBXVEB_VOCWB_E	Blood Ethylbenzene (ng/mL);2007-2008
LBXVFN_VOCWB_E	Blood furan (ng/ml);2007-2008
LBXVIPB_VOCWB_E	Blood isopropylbenzene (ng/ml);2007-2008
LBXVMC_VOCWB_E	Blood Methylene Chloride (ng/mL);2007-2008
LBXVOX_VOCWB_E	Blood o-Xylene (ng/mL);2007-2008
LBXVST_VOCWB_E	Blood Styrene (ng/mL);2007-2008
LBXVTC_VOCWB_E	Blood Trichloroethene (ng/mL);2007-2008
LBXVTE_VOCWB_E	Blood 1,1,1-trichloroethane (ng/mL);2007-2008
LBXVTO_VOCWB_E	Blood Toluene (ng/mL);2007-2008
LBXVXY_VOCWB_E	Blood m-/p-Xylene (ng/mL);2007-2008
LBX2DF_VOCWB_E	Blood 2,5-Dimethylfuran (ng/mL);2007-2008
LBXV4C_LAB04	Tetrachloroethene Result;1999-2000
LBXVBF_LAB04	Bromoform Result;1999-2000
LBXVBM_LAB04	Bromodichloromethane Result;1999-2000
LBXVBZ_LAB04	Benzene Result;1999-2000
LBXVCF_LAB04	Chloroform Result;1999-2000
LBXVCM_LAB04	Dibromochloromethane Result;1999-2000
LBXVCT_LAB04	Carbon Tetrachloride Result;1999-2000
LBXVDB_LAB04	1,4-Dichlorobenzene Result;1999-2000
LBXVEB_LAB04	Ethylbenzene Result;1999-2000
LBXVME_LAB04	Methyl t-Butyl Ether (MTBE) Result;1999-2000
LBXVOX_LAB04	o-Xylene Result;1999-2000
LBXVST_LAB04	Styrene Result;1999-2000
LBXVTC_LAB04	Trichloroethene Result;1999-2000
LBXVTO_LAB04	Toluene Result;1999-2000
LBXVXY_LAB04	m-/p-Xylene Result;1999-2000
LBXV4C_L04VOC_B	Blood Tetrachloroethene Result (ng/mL);2001-2002
LBXVBF_L04VOC_B	Blood Bromoform Result (pg/mL);2001-2002
LBXVBM_L04VOC_B	Blood Bromodichloromethane Result (pg/mL);2001-2002
LBXVBZ_L04VOC_B	Blood Benzene Result (ng/mL);2001-2002
LBXVCF_L04VOC_B	Blood Chloroform Result (pg/mL);2001-2002
LBXVCM_L04VOC_B	Blood Dibromochloromethane Result (pg/mL);2001-2002
LBXVCT_L04VOC_B	Blood Carbon Tetrachloride Result (ng/mL);2001-2002
LBXVDB_L04VOC_B	Blood 1,4-Dichlorobenzene Result (ng/mL);2001-2002
LBXVEB_L04VOC_B	Blood Ethylbenzene Result (ng/mL);2001-2002
LBXVME_L04VOC_B	Blood Methyl t-Butyl Ether (MTBE) Result (pg/mL);2001-2002
LBXVOX_L04VOC_B	Blood o-Xylene Result (ng/mL);2001-2002
LBXVST_L04VOC_B	Blood Styrene Result (ng/mL);2001-2002
LBXVTC_L04VOC_B	Blood Trichloroethene Result (ng/mL);2001-2002
LBXVTO_L04VOC_B	Blood Toluene Result (ng/mL);2001-2002
LBXVXY_L04VOC_B	Blood m-/p-Xylene Result (ng/mL);2001-2002
LBXV4C_L04VOC_C	Blood Tetrachloroethene Result;2003-2004
LBXVBF_L04VOC_C	Blood Bromoform Result;2003-2004
LBXVBM_L04VOC_C	Blood Bromodichloromethane Result;2003-2004
LBXVBZ_L04VOC_C	Blood Benzene Result;2003-2004
LBXVCF_L04VOC_C	Blood Chloroform Result;2003-2004
LBXVCM_L04VOC_C	Blood Dibromochloromethane Result;2003-2004
LBXVCT_L04VOC_C	Blood Carbon Tetrachloride Result;2003-2004
LBXVDB_L04VOC_C	Blood 1,4-Dichlorobenzene Result;2003-2004
LBXVDM_L04VOC_C	Blood Dibromomethane Result;2003-2004
LBXVEB_L04VOC_C	Blood Ethylbenzene Result;2003-2004
LBXVMC_L04VOC_C	Blood Methylene Chloride Result;2003-2004
LBXVME_L04VOC_C	Blood Methyl t-Butyl Ether (MTBE) Result;2003-2004
LBXVOX_L04VOC_C	Blood o-Xylene Result;2003-2004
LBXVST_L04VOC_C	Blood Styrene Result;2003-2004
LBXVTC_L04VOC_C	Blood Trichloroethene Result;2003-2004
LBXVTO_L04VOC_C	Blood Toluene Result;2003-2004
LBXVXY_L04VOC_C	Blood m-/p-Xylene Result;2003-2004
LBX2DF_L04VOC_C	Blood 2,5 Dimethylfuran result;2003-2004
LBXV2P_L04VOC_C	Blood 1,2-Dibromo-3-chloropropane result;2003-2004
LBXVBF_VOCMWB_E	Blood Bromoform (pg/mL);2007-2008
LBXVBM_VOCMWB_E	Blood Bromodichloromethane (pg/mL);2007-2008
LBXVCF_VOCMWB_E	Blood Chloroform (pg/mL);2007-2008
LBXVCM_VOCMWB_E	Blood Dibromochloromethane (pg/mL);2007-2008
LBXVME_VOCMWB_E	Blood MTBE (pg/mL);2007-2008
LBXNM_VOCMWB_E	Blood Nitromethane (pg/mL);2007-2008
URXUCR_UVOC_G	Creatinine, urine (mg/dL);2011-2012
URX2DC_UVOC_G	N-Acetyl-S-(2,2-Dichlorovinyl)-L-Cysteine (ng/mL);2011-2012
URX2MH_UVOC_G	2-Methylhippuric acid (ng/mL);2011-2012
URX34M_UVOC_G	3-Methylhippuric acid & 4-Methylhippuric acid(ng/mL);2011-2012
URXAAM_UVOC_G	N-Acetyl-S-(2-carbamoylethyl)-L-Cysteine(ng/mL);2011-2012
URXAMC_UVOC_G	N-Acetyl-S-(N-methylcarbamoyl)-L-Cysteine(ng/mL);2011-2012
URXATC_UVOC_G	2-Aminothiazoline-4-carboxylic acid(ng/mL);2011-2012
URXBMA_UVOC_G	N-Acetyl-S-(benzyl)-L-Cysteine(ng/mL);2011-2012
URXBPM_UVOC_G	N-Acetyl-S-(n-propyl)-L-Cysteine(ng/mL);2011-2012
URXCEM_UVOC_G	N-Acetyl-S- (2-Carboxyethyl)-L-Cysteine(ng/mL);2011-2012
URXCYM_UVOC_G	N-Acetyl-S-(2-cyanoethyl)-L-Cysteine(ng/mL);2011-2012
URXDHB_UVOC_G	N-Acetyl-S- (3,4-Dihidroxybutyl)-L-Cysteine(ng/mL);2011-2012
URXDPM_UVOC_G	N-Acetyl-S-(dimethylphenyl)-L-Cysteine(ng/mL);2011-2012
URXGAM_UVOC_G	N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXHEM_UVOC_G	N-Acetyl-S- (2-Hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXHP2_UVOC_G	N-Acetyl-S- (2-hydroxypropyl)-L-Cysteine(ng/mL);2011-2012
URXHPM_UVOC_G	N-Acetyl-S- (3-Hydroxypropyl)-L-Cysteine(ng/mL);2011-2012
URXMAD_UVOC_G	Mandelic acid(ng/mL);2011-2012
URXMB1_UVOC_G	N-Acetyl-S-(1-HydroxyMethyl)-2-Propenyl)-L-Cysteine(ng/mL);2011-2012
URXMB2_UVOC_G	N-Acetyl-S- (2-hydroxy-3-butenyl)-L-Cysteine (ng/mL);2011-2012
URXMB3_UVOC_G	N-Acetyl-S- (4-hydroxy-2-butenyl)-L-Cysteine (ng/mL);2011-2012
URXPHE_UVOC_G	N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXPHG_UVOC_G	Phenylglyoxylic acid(ng/mL);2011-2012
URXPMA_UVOC_G	N-Acetyl-S-(phenyl)-L-Cysteine(ng/mL);2011-2012
URXPMM_UVOC_G	N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-Cysteine(ng/mL);2011-2012
URXTTC_UVOC_G	2-Thioxothiazolidine-4-carboxylic acid(ng/mL);2011-2012
URXUCR_UVOC_H	Creatinine, urine (mg/dL);2013-2014
URX2MH_UVOC_H	2-methylhippuric acid (ng/mL);2013-2014
URX34M_UVOC_H	3-methylhippuric acid & 4-methylhippuric acid(ng/mL);2013-2014
URXAAM_UVOC_H	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL);2013-2014
URXAMC_UVOC_H	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL);2013-2014
URXATC_UVOC_H	2-aminothiazoline-4-carboxylic acid(ng/mL);2013-2014
URXBMA_UVOC_H	N-acetyl-S-(benzyl)-L-cysteine(ng/mL);2013-2014
URXBPM_UVOC_H	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL);2013-2014
URXCEM_UVOC_H	N-acetyl-S- (2-carboxyethyl)-L-cysteine(ng/mL);2013-2014
URXCYM_UVOC_H	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL);2013-2014
URXDHB_UVOC_H	N-acetyl-S- (3,4-dihidroxybutyl)-L-cysteine(ng/mL);2013-2014
URXDPM_UVOC_H	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL);2013-2014
URXGAM_UVOC_H	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXHEM_UVOC_H	N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXHP2_UVOC_H	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL);2013-2014
